500,25,634,260,-0.14344,0.95901
500,30,634,260,-0.075458,0.96161
500,35,634,260,-0.0027325,0.96409
500,40,634,260,0.10374,0.96609
500,45,634,260,0.19832,0.96638
500,50,634,260,0.3327,0.9665
500,55,634,260,0.48052,0.96553
500,60,634,260,0.68143,0.96182
500,65,634,260,0.87022,0.95828
500,70,634,260,1.1058,0.95651
500,75,634,260,1.3419,0.95404
500,80,634,260,1.6294,0.95003
500,85,634,260,1.9749,0.94857
500,90,634,260,2.3173,0.94773
500,95,634,260,2.6288,0.94854
500,100,634,260,2.984,0.95179
500,105,634,260,-2.9354,0.95885
500,110,634,260,-2.5573,0.96903
500,115,634,260,-2.1972,0.96514
500,120,634,260,-1.7941,0.93124
500,125,634,260,-1.4123,0.87616
500,130,634,260,-0.959,0.80151
500,135,634,260,-0.53704,0.7505
500,140,634,260,-0.38129,0.74351
500,145,634,260,-0.19598,0.75184
500,150,634,260,-0.08149,0.76228
510,25,634,260,-0.15375,0.95727
510,30,634,260,-0.084658,0.95957
510,35,634,260,-0.010381,0.96164
510,40,634,260,0.097857,0.96313
510,45,634,260,0.19385,0.96309
510,50,634,260,0.33043,0.96282
510,55,634,260,0.48097,0.96171
510,60,634,260,0.68495,0.95823
510,65,634,260,0.87673,0.95556
510,70,634,260,1.1172,0.95537
510,75,634,260,1.3581,0.95407
510,80,634,260,1.6512,0.95193
510,85,634,260,2.0043,0.9531
510,90,634,260,2.3543,0.95375
510,95,634,260,2.6739,0.95346
510,100,634,260,3.0385,0.96023
510,105,634,260,-2.8724,0.96599
510,110,634,260,-2.4832,0.96819
510,115,634,260,-2.1165,0.95059
510,120,634,260,-1.7116,0.90467
510,125,634,260,-1.3324,0.84398
510,130,634,260,-0.88383,0.78146
510,135,634,260,-0.4608,0.75447
510,140,634,260,-0.30114,0.75947
510,145,634,260,-0.10694,0.78432
510,150,634,260,0.015449,0.80453
520,25,634,260,-0.14767,0.95738
520,30,634,260,-0.077265,0.9594
520,35,634,260,-0.0015632,0.96114
520,40,634,260,0.10863,0.96223
520,45,634,260,0.20634,0.96193
520,50,634,260,0.34526,0.96144
520,55,634,260,0.49844,0.96044
520,60,634,260,0.70602,0.95737
520,65,634,260,0.90146,0.95564
520,70,634,260,1.147,0.95714
520,75,634,260,1.3929,0.95715
520,80,634,260,1.6925,0.95633
520,85,634,260,2.0539,0.95942
520,90,634,260,2.4134,0.9617
520,95,634,260,2.7401,0.96262
520,100,634,260,3.1155,0.96965
520,105,634,260,-2.7838,0.97094
520,110,634,260,-2.3862,0.96129
520,115,634,260,-2.0133,0.93421
520,120,634,260,-1.6091,0.87413
520,125,634,260,-1.2338,0.81771
520,130,634,260,-0.78655,0.7752
520,135,634,260,-0.35339,0.77887
520,140,634,260,-0.18531,0.7975
520,145,634,260,0.024231,0.83776
520,150,634,260,0.15774,0.86356
530,25,634,260,-0.15683,0.95589
530,30,634,260,-0.085376,0.95758
530,35,634,260,-0.0082159,0.95895
530,40,634,260,0.10365,0.95968
530,45,634,260,0.2027,0.95922
530,50,634,260,0.34376,0.95859
530,55,634,260,0.49964,0.95784
530,60,634,260,0.71041,0.95552
530,65,634,260,0.90903,0.95494
530,70,634,260,1.16,0.95825
530,75,634,260,1.4111,0.95947
530,80,634,260,1.7167,0.96025
530,85,634,260,2.0864,0.9629
530,90,634,260,2.454,0.96606
530,95,634,260,2.7886,0.968
530,100,634,260,-3.1106,0.97262
530,105,634,260,-2.7171,0.96962
530,110,634,260,-2.3126,0.9473
530,115,634,260,-1.9382,0.91103
530,120,634,260,-1.5369,0.8485
530,125,634,260,-1.1637,0.8005
530,130,634,260,-0.71374,0.77907
530,135,634,260,-0.26604,0.81002
530,140,634,260,-0.087314,0.83811
530,145,634,260,0.13952,0.88655
530,150,634,260,0.28409,0.91249
540,25,634,260,-0.15165,0.95619
540,30,634,260,-0.078946,0.95759
540,35,634,260,-0.00042896,0.95867
540,40,634,260,0.11331,0.95915
540,45,634,260,0.21403,0.95861
540,50,634,260,0.3574,0.95801
540,55,634,260,0.51597,0.95773
540,60,634,260,0.73047,0.95627
540,65,634,260,0.93301,0.95696
540,70,634,260,1.1895,0.96192
540,75,634,260,1.4459,0.9643
540,80,634,260,1.7585,0.96644
540,85,634,260,2.1368,0.97095
540,90,634,260,2.5137,0.9744
540,95,634,260,2.8567,0.97318
540,100,634,260,-3.0326,0.97427
540,105,634,260,-2.6307,0.96397
540,110,634,260,-2.2221,0.93005
540,115,634,260,-1.8447,0.88808
540,120,634,260,-1.4459,0.82953
540,125,634,260,-1.0738,0.79556
540,130,634,260,-0.61407,0.80025
540,135,634,260,-0.14129,0.85685
540,140,634,260,0.05155,0.8909
540,145,634,260,0.29885,0.93445
540,150,634,260,0.45398,0.9512
550,25,634,260,-0.13937,0.9568
550,30,634,260,-0.065444,0.95792
550,35,634,260,0.0144,0.95874
550,40,634,260,0.12999,0.95905
550,45,634,260,0.23236,0.9585
550,50,634,260,0.37806,0.95803
550,55,634,260,0.53939,0.95835
550,60,634,260,0.75775,0.95789
550,65,634,260,0.96437,0.95991
550,70,634,260,1.2265,0.96639
550,75,634,260,1.4886,0.96975
550,80,634,260,1.8081,0.97288
550,85,634,260,2.1955,0.97731
550,90,634,260,2.5817,0.97942
550,95,634,260,2.9322,0.97668
550,100,634,260,-2.9466,0.97127
550,105,634,260,-2.5393,0.95259
550,110,634,260,-2.1265,0.91253
550,115,634,260,-1.7489,0.87098
550,120,634,260,-1.3519,0.82005
550,125,634,260,-0.97732,0.80137
550,130,634,260,-0.50025,0.83277
550,135,634,260,0.0034746,0.90581
550,140,634,260,0.21098,0.93541
550,145,634,260,0.47508,0.95822
550,150,634,260,0.6374,0.9559
560,25,634,260,-0.14937,0.95557
560,30,634,260,-0.074495,0.95642
560,35,634,260,0.0067027,0.95702
560,40,634,260,0.12389,0.95726
560,45,634,260,0.2276,0.95687
560,50,634,260,0.37544,0.95671
560,55,634,260,0.53965,0.95779
560,60,634,260,0.76156,0.95862
560,65,634,260,0.97197,0.96202
560,70,634,260,1.2401,0.96966
560,75,634,260,1.5078,0.97363
560,80,634,260,1.8339,0.97718
560,85,634,260,2.2291,0.98035
560,90,634,260,2.624,0.9788
560,95,634,260,2.9817,0.97392
560,100,634,260,-2.8905,0.96468
560,105,634,260,-2.4768,0.93806
560,110,634,260,-2.0644,0.89286
560,115,634,260,-1.6855,0.85537
560,120,634,260,-1.289,0.81751
560,125,634,260,-0.90802,0.81604
560,130,634,260,-0.41115,0.86684
560,135,634,260,0.12207,0.93951
560,140,634,260,0.34121,0.95533
560,145,634,260,0.61433,0.94956
560,150,634,260,0.77789,0.92882
570,25,634,260,-0.14446,0.95635
570,30,634,260,-0.06842,0.95699
570,35,634,260,0.014065,0.95744
570,40,634,260,0.13309,0.95773
570,45,634,260,0.23847,0.95754
570,50,634,260,0.38869,0.95777
570,55,634,260,0.55583,0.95969
570,60,634,260,0.78175,0.9616
570,65,634,260,0.99668,0.9663
570,70,634,260,1.2709,0.97484
570,75,634,260,1.5444,0.97919
570,80,634,260,1.8778,0.98284
570,85,634,260,2.2816,0.98453
570,90,634,260,2.6853,0.98116
570,95,634,260,3.0498,0.97185
570,100,634,260,-2.8154,0.95358
570,105,634,260,-2.3972,0.92596
570,110,634,260,-1.9832,0.87802
570,115,634,260,-1.604,0.84682
570,120,634,260,-1.2038,0.82727
570,125,634,260,-0.81095,0.84352
570,130,634,260,-0.28735,0.90805
570,135,634,260,0.2776,0.959
570,140,634,260,0.50432,0.95226
570,145,634,260,0.7786,0.91396
570,150,634,260,0.93875,0.87875
580,25,634,260,-0.15324,0.95555
580,30,634,260,-0.076291,0.95602
580,35,634,260,0.0075041,0.95638
580,40,634,260,0.12813,0.95681
580,45,634,260,0.23491,0.95693
580,50,634,260,0.38739,0.9577
580,55,634,260,0.55763,0.96053
580,60,634,260,0.78744,0.96379
580,65,634,260,1.0065,0.96952
580,70,634,260,1.2869,0.97835
580,75,634,260,1.5661,0.98255
580,80,634,260,1.9062,0.98528
580,85,634,260,2.318,0.98406
580,90,634,260,2.729,0.977
580,95,634,260,3.0992,0.96476
580,100,634,260,-2.7611,0.94209
580,105,634,260,-2.3383,0.91032
580,110,634,260,-1.9249,0.86889
580,115,634,260,-1.5429,0.84432
580,120,634,260,-1.1369,0.84002
580,125,634,260,-0.72881,0.8717
580,130,634,260,-0.17967,0.93906
580,135,634,260,0.40656,0.95182
580,140,634,260,0.63479,0.92338
580,145,634,260,0.90242,0.86388
580,150,634,260,1.0568,0.82303
590,25,634,260,-0.14796,0.95659
590,30,634,260,-0.069886,0.95694
590,35,634,260,0.015181,0.9573
590,40,634,260,0.13767,0.95797
590,45,634,260,0.24618,0.95845
590,50,634,260,0.40115,0.95978
590,55,634,260,0.57451,0.96352
590,60,634,260,0.80875,0.96787
590,65,634,260,1.0325,0.97438
590,70,634,260,1.3191,0.98317
590,75,634,260,1.6042,0.98689
590,80,634,260,1.9513,0.9886
590,85,634,260,2.3711,0.98453
590,90,634,260,2.7898,0.97225
590,95,634,260,-3.1174,0.95853
590,100,634,260,-2.6887,0.93114
590,105,634,260,-2.2643,0.8999
590,110,634,260,-1.8488,0.86382
590,115,634,260,-1.4608,0.85351
590,120,634,260,-1.0428,0.86665
590,125,634,260,-0.61711,0.90845
590,130,634,260,-0.039162,0.95954
590,135,634,260,0.55895,0.92264
590,140,634,260,0.78313,0.87794
590,145,634,260,1.0396,0.81026
590,150,634,260,1.1869,0.77227
600,25,634,260,-0.14316,0.95782
600,30,634,260,-0.063961,0.9581
600,35,634,260,0.022386,0.95851
600,40,634,260,0.14678,0.95948
600,45,634,260,0.25708,0.96036
600,50,634,260,0.41462,0.96229
600,55,634,260,0.59123,0.96689
600,60,634,260,0.82998,0.97225
600,65,634,260,1.0585,0.97924
600,70,634,260,1.3513,0.98745
600,75,634,260,1.6422,0.99028
600,80,634,260,1.9963,0.99036
600,85,634,260,2.4236,0.98332
600,90,634,260,2.8495,0.96717
600,95,634,260,-3.0522,0.95001
600,100,634,260,-2.6206,0.92043
600,105,634,260,-2.1916,0.89073
600,110,634,260,-1.7724,0.86679
600,115,634,260,-1.3769,0.86823
600,120,634,260,-0.94368,0.89703
600,125,634,260,-0.49691,0.94117
600,130,634,260,0.1029,0.96109
600,135,634,260,0.70064,0.87907
600,140,634,260,0.91732,0.82833
600,145,634,260,1.1621,0.76617
600,150,634,260,1.304,0.73637
